Analyzer:;PQM-711 (BS0109);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Recording start: ;2019-10-17 10:50:00.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Recording stop: ;25.10.2019 13:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;(UTC+2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Flag:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E - event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P - PLL no synchronization;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G - GPS no synchronization;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T - time resynchronization;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A - A/D overflow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;'E';'P';'G';'T';'A';Date      ;Time (UTC+2);THD U L1 avg [%];THD U L2 avg [%];THD U L3 avg [%];U H 1 L1 avg [V];U H 2 L1 avg [V];U H 3 L1 avg [V];U H 4 L1 avg [V];U H 5 L1 avg [V];U H 6 L1 avg [V];U H 7 L1 avg [V];U H 8 L1 avg [V];U H 9 L1 avg [V];U H 10 L1 avg [V];U H 11 L1 avg [V];U H 12 L1 avg [V];U H 13 L1 avg [V];U H 14 L1 avg [V];U H 15 L1 avg [V];U H 16 L1 avg [V];U H 17 L1 avg [V];U H 18 L1 avg [V];U H 19 L1 avg [V];U H 20 L1 avg [V];U H 21 L1 avg [V];U H 22 L1 avg [V];U H 23 L1 avg [V];U H 24 L1 avg [V];U H 25 L1 avg [V];U H 26 L1 avg [V];U H 27 L1 avg [V];U H 28 L1 avg [V];U H 29 L1 avg [V];U H 30 L1 avg [V];U H 31 L1 avg [V];U H 32 L1 avg [V];U H 33 L1 avg [V];U H 34 L1 avg [V];U H 35 L1 avg [V];U H 36 L1 avg [V];U H 37 L1 avg [V];U H 38 L1 avg [V];U H 39 L1 avg [V];U H 40 L1 avg [V];U H 41 L1 avg [V];U H 42 L1 avg [V];U H 43 L1 avg [V];U H 44 L1 avg [V];U H 45 L1 avg [V];U H 46 L1 avg [V];U H 47 L1 avg [V];U H 48 L1 avg [V];U H 49 L1 avg [V];U H 50 L1 avg [V];U H 1 L2 avg [V];U H 2 L2 avg [V];U H 3 L2 avg [V];U H 4 L2 avg [V];U H 5 L2 avg [V];U H 6 L2 avg [V];U H 7 L2 avg [V];U H 8 L2 avg [V];U H 9 L2 avg [V];U H 10 L2 avg [V];U H 11 L2 avg [V];U H 12 L2 avg [V];U H 13 L2 avg [V];U H 14 L2 avg [V];U H 15 L2 avg [V];U H 16 L2 avg [V];U H 17 L2 avg [V];U H 18 L2 avg [V];U H 19 L2 avg [V];U H 20 L2 avg [V];U H 21 L2 avg [V];U H 22 L2 avg [V];U H 23 L2 avg [V];U H 24 L2 avg [V];U H 25 L2 avg [V];U H 26 L2 avg [V];U H 27 L2 avg [V];U H 28 L2 avg [V];U H 29 L2 avg [V];U H 30 L2 avg [V];U H 31 L2 avg [V];U H 32 L2 avg [V];U H 33 L2 avg [V];U H 34 L2 avg [V];U H 35 L2 avg [V];U H 36 L2 avg [V];U H 37 L2 avg [V];U H 38 L2 avg [V];U H 39 L2 avg [V];U H 40 L2 avg [V];U H 41 L2 avg [V];U H 42 L2 avg [V];U H 43 L2 avg [V];U H 44 L2 avg [V];U H 45 L2 avg [V];U H 46 L2 avg [V];U H 47 L2 avg [V];U H 48 L2 avg [V];U H 49 L2 avg [V];U H 50 L2 avg [V];U H 1 L3 avg [V];U H 2 L3 avg [V];U H 3 L3 avg [V];U H 4 L3 avg [V];U H 5 L3 avg [V];U H 6 L3 avg [V];U H 7 L3 avg [V];U H 8 L3 avg [V];U H 9 L3 avg [V];U H 10 L3 avg [V];U H 11 L3 avg [V];U H 12 L3 avg [V];U H 13 L3 avg [V];U H 14 L3 avg [V];U H 15 L3 avg [V];U H 16 L3 avg [V];U H 17 L3 avg [V];U H 18 L3 avg [V];U H 19 L3 avg [V];U H 20 L3 avg [V];U H 21 L3 avg [V];U H 22 L3 avg [V];U H 23 L3 avg [V];U H 24 L3 avg [V];U H 25 L3 avg [V];U H 26 L3 avg [V];U H 27 L3 avg [V];U H 28 L3 avg [V];U H 29 L3 avg [V];U H 30 L3 avg [V];U H 31 L3 avg [V];U H 32 L3 avg [V];U H 33 L3 avg [V];U H 34 L3 avg [V];U H 35 L3 avg [V];U H 36 L3 avg [V];U H 37 L3 avg [V];U H 38 L3 avg [V];U H 39 L3 avg [V];U H 40 L3 avg [V];U H 41 L3 avg [V];U H 42 L3 avg [V];U H 43 L3 avg [V];U H 44 L3 avg [V];U H 45 L3 avg [V];U H 46 L3 avg [V];U H 47 L3 avg [V];U H 48 L3 avg [V];U H 49 L3 avg [V];U H 50 L3 avg [V]
;;   ;   ;   ;   ;   ;17.10.2019;14:40:00.056;1,43;1,43;1,31;233,92;0,0372;0,3717;0,0248;2,6268;0,0991;1,9577;0,0372;0,2478;0,0372;0,1859;0,0372;0,3345;0,0248;0,0991;0,062;0,2726;0,0496;0,1982;0,0248;0,1115;0,0248;0,0743;0,0124;0,0496;0,0124;0,0248;0,0124;0,0496;0,0124;0,0124;0,0124;0,0248;0,0124;0,0248;0;0,0248;0;0,0124;0,0124;0,0124;0;0,0248;0;0,0124;0;0,0124;0;0,0124;0;234,19;0,0372;0,3593;0,062;2,5896;0,0372;1,9949;0,062;0,2974;0,0248;0,2726;0,0372;0,1239;0,0372;0,1363;0,0372;0,1735;0,0372;0,3222;0,0372;0,0991;0,0248;0,1611;0,0248;0,0743;0,0248;0,0743;0,0248;0,0372;0,0124;0,0248;0,0124;0,0248;0,0124;0,0372;0,0124;0,0248;0,0124;0,0124;0,0124;0,0248;0,0124;0,0124;0;0,0124;0;0,0124;0;0,0124;0;233,98;0,0372;0,2726;0,062;2,317;0,0248;1,9081;0,0496;0,1859;0,0372;0,3717;0,0248;0,1611;0,0248;0,1487;0,0372;0,2354;0,0248;0,0991;0,0372;0,1363;0,0372;0,1859;0,0248;0,0743;0,0248;0,0248;0,0248;0,0124;0,0124;0,0124;0,0124;0,0248;0,0124;0,0372;0,0124;0,0248;0,0124;0,0248;0,0124;0,0248;0,0124;0,0248;0,0124;0,0124;0,0124;0,0124;0;0,0124;0,0124
;;   ;   ;   ;   ;   ;17.10.2019;14:50:00.188;1,39;1,42;1,32;233,19;0,0371;0,3709;0,0247;2,646;0,0866;1,7434;0,0495;0,1978;0,0495;0,1978;0,0371;0,1855;0,0247;0,0742;0,0371;0,3091;0,0495;0,2349;0,0247;0,0742;0,0247;0,0989;0,0124;0,0618;0,0124;0,0124;0,0124;0,0247;0,0124;0,0124;0,0124;0,0124;0,0124;0,0247;0;0,0124;0;0,0124;0,0124;0,0124;0;0,0124;0;0,0124;0;0;0;0;0;233,66;0,0247;0,3462;0,0618;2,6954;0,0371;1,8052;0,0742;0,3338;0,0247;0,2844;0,0371;0,0742;0,0247;0,1607;0,0371;0,1113;0,0495;0,3338;0,0371;0,136;0,0124;0,1731;0,0247;0,0989;0,0247;0,0742;0,0124;0,0371;0,0124;0,0247;0,0124;0,0371;0,0124;0,0247;0,0124;0,0124;0,0124;0,0124;0,0124;0,0247;0,0124;0,0124;0;0,0124;0;0,0124;0;0,0124;0;233,54;0,0371;0,2226;0,0618;2,4605;0,0247;1,7434;0,0495;0,1731;0,0371;0,408;0,0371;0,1607;0,0247;0,1113;0,0371;0,1978;0,0247;0,0742;0,0371;0,136;0,0371;0,136;0,0247;0,0495;0,0247;0,0247;0,0124;0,0124;0,0124;0,0124;0,0124;0,0124;0,0124;0,0371;0,0124;0,0247;0,0124;0,0124;0,0124;0,0247;0,0124;0,0247;0,0124;0,0124;0,0124;0,0124;0;0,0124;0,0124
;;   ;   ;   ;   ;   ;17.10.2019;15:00:00.097;1,46;1,45;1,38;234,94;0,0498;0,3984;0,0374;2,7517;0,0996;1,9673;0,0374;0,1743;0,0374;0,1743;0,0374;0,1743;0,0249;0,0747;0,0374;0,249;0,0498;0,1121;0,0249;0,1245;0,0249;0,0498;0,0125;0,0747;0,0125;0,0249;0,0125;0,0249;0,0125;0,0249;0,0125;0,0249;0,0125;0,0249;0;0,0249;0,0125;0,0125;0,0125;0,0125;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;235,38;0,0249;0,3486;0,0498;2,677;0,0249;2,0171;0,0747;0,3113;0,0249;0,2241;0,0249;0,0623;0,0249;0,137;0,0374;0,1245;0,0374;0,2241;0,0374;0,1992;0,0249;0,0996;0,0249;0,0374;0,0249;0,0872;0,0249;0,0374;0,0125;0,0125;0,0125;0,0374;0,0125;0,0374;0,0125;0,0125;0,0125;0,0249;0,0125;0,0374;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0;0,0125;0;235,25;0,0374;0,2864;0,0623;2,5027;0,0374;1,9922;0,0623;0,2117;0,0374;0,3113;0,0374;0,1245;0,0249;0,0996;0,0498;0,1868;0,0249;0,1245;0,0374;0,1245;0,0374;0,0872;0,0249;0,0623;0,0249;0,0374;0,0249;0,0125;0,0249;0,0498;0,0249;0,0125;0,0125;0,0374;0,0125;0,0374;0,0125;0,0125;0,0125;0,0249;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125
;;   ;   ;   ;   ;   ;17.10.2019;15:10:00.164;1,44;1,43;1,31;235,11;0,0374;0,386;0,0249;2,6023;0,0996;2,0295;0,0374;0,1868;0,0249;0,1619;0,0498;0,1868;0,0249;0,0747;0,0498;0,386;0,0374;0,2366;0,0374;0,137;0,0249;0,0498;0,0125;0,0498;0,0125;0,0249;0,0125;0,0374;0,0125;0,0249;0,0125;0,0249;0,0125;0,0249;0;0,0125;0,0125;0,0125;0,0125;0,0249;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;235,45;0,0374;0,3984;0,0623;2,5524;0,0249;2,0544;0,0747;0,3237;0,0249;0,2117;0,0249;0,137;0,0249;0,0872;0,0498;0,2117;0,0374;0,3237;0,0249;0,1992;0,0125;0,0872;0,0249;0,0623;0,0249;0,0996;0,0125;0,0249;0,0125;0,0249;0,0125;0,0125;0,0125;0,0374;0,0125;0,0249;0,0125;0,0249;0,0125;0,0249;0,0125;0,0249;0,0125;0,0249;0;0,0125;0;0,0249;0;235,41;0,0374;0,2739;0,0623;2,291;0,0249;1,9797;0,0498;0,2366;0,0374;0,2864;0,0374;0,1245;0,0249;0,0872;0,0498;0,249;0,0249;0,1868;0,0374;0,1245;0,0374;0,0872;0,0249;0,0623;0,0249;0,0249;0,0249;0,0374;0,0125;0,0374;0,0249;0,0125;0,0125;0,0374;0,0125;0,0374;0,0125;0,0125;0,0125;0,0249;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0;0,0125;0,0125
;;   ;   ;   ;   ;   ;17.10.2019;15:20:00.118;1,42;1,45;1,3;235,54;0,0374;0,4367;0,025;2,5577;0,0998;2,0337;0,0374;0,2121;0,0374;0,287;0,0499;0,1497;0,025;0,0749;0,0624;0,3369;0,0374;0,2745;0,0374;0,1248;0,025;0,0499;0,0125;0,0499;0,0125;0,025;0,0125;0,025;0,0125;0,0125;0,0125;0,025;0,0125;0,025;0;0,025;0;0,0125;0,0125;0,025;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;235,94;0,0374;0,3868;0,0624;2,5827;0,025;2,0587;0,0624;0,3493;0,025;0,3993;0,0374;0,0873;0,025;0,0998;0,0499;0,1622;0,025;0,3993;0,0374;0,287;0,0125;0,0749;0,025;0,0374;0,025;0,0749;0,025;0,0374;0,0125;0,025;0,0125;0,025;0,0125;0,0374;0,0125;0,0125;0,0125;0,0125;0,0125;0,025;0,0125;0,0125;0,0125;0,0125;0;0,0125;0;0,0125;0;235,75;0,0374;0,262;0,0624;2,2583;0,025;1,9464;0,0499;0,2371;0,0374;0,3868;0,0374;0,0624;0,0374;0,0624;0,0499;0,2371;0,025;0,2246;0,0374;0,1497;0,0374;0,0873;0,025;0,0624;0,025;0,025;0,025;0,025;0,025;0,0374;0,025;0,0125;0,0125;0,0374;0,0125;0,025;0,0125;0,0125;0,0125;0,025;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0;0;0,0125
;;   ;   ;   ;   ;   ;17.10.2019;15:30:00.093;1,45;1,42;1,33;235,45;0,0374;0,4116;0,0249;2,669;0,0998;1,9955;0,0374;0,237;0,0374;0,3118;0,0374;0,1621;0,0249;0,0873;0,0499;0,2494;0,0499;0,237;0,0249;0,1497;0,0249;0,0748;0,0125;0,0499;0,0125;0,0374;0,0125;0,0249;0,0125;0,0249;0,0125;0,0249;0,0125;0,0249;0;0,0125;0;0,0125;0,0125;0,0249;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;235,86;0,0249;0,3118;0,0748;2,5568;0,0249;2,0205;0,0748;0,3118;0,0374;0,3991;0,0249;0,0748;0,0249;0,1372;0,0499;0,1122;0,0374;0,3367;0,0374;0,237;0,0249;0,0873;0,0249;0,0374;0,0249;0,0624;0,0249;0,0374;0,0125;0,0249;0,0125;0,0249;0,0125;0,0374;0,0125;0,0125;0,0125;0,0125;0,0125;0,0249;0,0125;0,0125;0,0125;0,0125;0;0,0125;0;0,0125;0;235,64;0,0249;0,2744;0,0624;2,3822;0,0249;1,8958;0,0499;0,2245;0,0374;0,4989;0,0374;0,1122;0,0374;0,0998;0,0499;0,2494;0,0249;0,1372;0,0374;0,1621;0,0374;0,0998;0,0249;0,0998;0,0249;0,0249;0,0249;0,0125;0,0249;0,0249;0,0249;0,0249;0,0125;0,0374;0,0125;0,0125;0,0125;0,0249;0,0125;0,0374;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125
;;   ;x;   ;x;   ;17.10.2019;15:40:00.119;1,47;1,42;1,31;235,69;0,0375;0,4125;0,025;2,7378;0,075;1,9877;0,0375;0,275;0,05;0,2875;0,025;0,175;0,0375;0,1125;0,0375;0,225;0,0375;0,2;0,025;0,1125;0,025;0,0875;0,0125;0,0625;0,0125;0,0375;0,0125;0,0375;0,0125;0,025;0,0125;0,025;0,0125;0,025;0;0,0125;0,0125;0,025;0,0125;0,025;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;236,32;0,0375;0,3125;0,0625;2,5753;0,025;2,0252;0,075;0,275;0,0375;0,4251;0,025;0,1;0,025;0,125;0,0375;0,125;0,0375;0,25;0,0375;0,225;0,025;0,125;0,025;0,0625;0,025;0,075;0,025;0,0375;0,0125;0,025;0,0125;0,0125;0,0125;0,0375;0,0125;0,0125;0,0125;0,025;0,0125;0,025;0,0125;0,0125;0,0125;0,025;0;0,0125;0;0,025;0;236,2;0,025;0,325;0,0625;2,3628;0,025;1,8627;0,05;0,225;0,0375;0,4251;0,0375;0,0875;0,025;0,0625;0,0375;0,2625;0,025;0,15;0,0375;0,2625;0,0375;0,1625;0,025;0,125;0,025;0,0375;0,0125;0,025;0,025;0,025;0,025;0,025;0,0125;0,05;0,0125;0,0125;0,0125;0,025;0,0125;0,025;0,0125;0,025;0,0125;0,0125;0,0125;0,0125;0,0125;0,025;0,0125
;;   ;   ;   ;   ;   ;17.10.2019;15:50:00.168;1,47;1,42;1,31;236,43;0,0251;0,3885;0,0251;2,7197;0,0752;2,0304;0,0376;0,2883;0,0501;0,3008;0,0251;0,1755;0,0376;0,0877;0,0376;0,2632;0,0376;0,2131;0,0251;0,1003;0,0251;0,1003;0,0125;0,0501;0,0125;0,0251;0,0125;0,0376;0,0125;0,0125;0,0125;0,0251;0,0125;0,0251;0;0,0125;0,0125;0,0125;0,0125;0,0251;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;236,9;0,0376;0,3635;0,0752;2,5443;0,0251;2,068;0,0752;0,2883;0,0251;0,4387;0,0251;0,0752;0,0251;0,1253;0,0376;0,1128;0,0376;0,3008;0,0376;0,1755;0,0251;0,0877;0,0251;0,0376;0,0251;0,0627;0,0251;0,0376;0,0125;0,0125;0,0125;0,0251;0,0125;0,0376;0,0125;0,0125;0,0125;0,0125;0,0125;0,0251;0;0,0125;0,0125;0,0125;0;0,0125;0;0,0125;0;237,02;0,0251;0,3509;0,0627;2,3437;0,0376;1,8925;0,0627;0,2256;0,0376;0,3885;0,0376;0,0627;0,0251;0,0376;0,0376;0,2632;0,0251;0,1629;0,0251;0,3384;0,0251;0,188;0,0125;0,1379;0,0251;0,0125;0,0125;0,0376;0,0125;0,0251;0,0125;0,0251;0,0125;0,0501;0,0125;0,0125;0,0125;0,0251;0,0125;0,0125;0,0125;0,0251;0,0125;0,0125;0,0125;0,0125;0;0,0251;0
;;   ;   ;   ;   ;   ;17.10.2019;16:00:00.032;1,5;1,46;1,34;236,23;0,025;0,4254;0,0375;2,7652;0,1126;2,0895;0,025;0,3128;0,0375;0,2252;0,025;0,1627;0,025;0,1501;0,05;0,3003;0,025;0,1752;0,025;0,1001;0,025;0,0626;0,0125;0,0375;0,0125;0,0125;0,0125;0,0375;0,0125;0,0125;0,0125;0,025;0,0125;0,0375;0;0,0125;0,0125;0,025;0,0125;0,0125;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;236,57;0,0375;0,4129;0,0626;2,6276;0,025;2,1271;0,0626;0,2878;0,025;0,3503;0,025;0,0876;0,025;0,1376;0,0375;0,1376;0,0375;0,2502;0,0375;0,1376;0,025;0,0751;0,025;0,0375;0,025;0,0751;0,0125;0,025;0,0125;0,0125;0,0125;0,0125;0,0125;0,0375;0,0125;0,0125;0,0125;0,0125;0,0125;0,025;0,0125;0,0125;0;0,0125;0;0,0125;0;0,0125;0;236,73;0,0375;0,3503;0,0626;2,4274;0,025;1,9144;0,0626;0,2252;0,0375;0,3128;0,0375;0,05;0,025;0,0751;0,025;0,2377;0,025;0,2127;0,0375;0,2628;0,0375;0,1627;0,0125;0,1001;0,0125;0,025;0,0125;0,025;0,0125;0,0375;0,025;0,0375;0,0125;0,05;0,0125;0,025;0,0125;0,025;0,0125;0,025;0,0125;0,0125;0,0125;0;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;16:10:00.175;1,48;1,43;1,31;236;0,0375;0,4001;0,0375;2,6631;0,1125;2,1005;0,025;0,3126;0,0375;0,3251;0,025;0,2876;0,025;0,1125;0,05;0,3126;0,025;0,1625;0,025;0,05;0,025;0,0625;0,0125;0,05;0,0125;0,025;0,0125;0,025;0,0125;0,025;0,0125;0,025;0,0125;0,025;0;0,025;0,0125;0,0125;0,0125;0,025;0;0,0125;0;0,0125;0;0;0;0,0125;0;236,44;0,0375;0,3876;0,0625;2,5381;0,025;2,1255;0,075;0,3126;0,0375;0,3876;0,0375;0,2125;0,025;0,075;0,0375;0,15;0,0375;0,15;0,0375;0,1125;0,0375;0,1;0,025;0,05;0,025;0,075;0,025;0,025;0,0125;0,025;0,0125;0,025;0,0125;0,05;0,0125;0,0125;0,0125;0,0125;0,0125;0,025;0;0,0125;0;0,0125;0;0,0125;0;0,025;0;236,66;0,0375;0,3376;0,0625;2,288;0,025;1,9379;0,0625;0,2;0,0375;0,3876;0,0375;0,1875;0,025;0,1;0,025;0,2751;0,025;0,2125;0,0375;0,2626;0,0375;0,125;0,0125;0,1125;0,0125;0,0375;0,0125;0,05;0,0125;0,05;0,025;0,05;0,0125;0,0625;0,0125;0,025;0,0125;0,025;0,0125;0,0375;0,0125;0,0125;0,0125;0;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;16:20:00.004;1,41;1,36;1,26;236,24;0,025;0,413;0,0375;2,4028;0,1126;2,1525;0,025;0,2503;0,025;0,3254;0,025;0,3754;0,025;0,1377;0,0501;0,3379;0,025;0,0751;0,0375;0,0626;0,025;0,0501;0,0125;0,0501;0,0125;0,025;0,0125;0,025;0,0125;0,0375;0,0125;0,025;0,0125;0,025;0,0125;0,0375;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0,0125;0;0;0;0,0125;0;236,7;0,0375;0,3379;0,0626;2,2651;0,025;2,165;0,0751;0,2878;0,0375;0,2878;0,0375;0,2753;0,025;0,0626;0,0375;0,2503;0,0375;0,1126;0,0375;0,1502;0,025;0,0751;0,025;0,0501;0,025;0,0876;0,025;0,0375;0,0125;0,0125;0,0125;0,0125;0,0125;0,0626;0,0125;0,0125;0,0125;0,0125;0,0125;0,0375;0;0,0125;0;0,0125;0;0,0125;0;0,025;0;236,86;0,025;0,3254;0,0626;2,0524;0,025;2,0023;0,0626;0,2253;0,0375;0,2753;0,0375;0,2378;0,025;0,0876;0,025;0,388;0,025;0,1877;0,0375;0,2878;0,025;0,1752;0,0125;0,0876;0,0125;0,0375;0,0125;0,0626;0,0125;0,0751;0,0125;0,0375;0,0125;0,0751;0,0125;0,0375;0,0125;0,0125;0,0125;0,0375;0,0125;0,0125;0,0125;0;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;16:30:00.046;1,46;1,43;1,33;236,72;0,0502;0,5145;0,0502;2,4847;0,1129;2,2588;0,0376;0,2886;0,0376;0,1757;0,0251;0,3263;0,0251;0,1129;0,0502;0,3765;0,0251;0,1506;0,0251;0,1129;0,0251;0,0502;0,0125;0,0376;0,0125;0,0251;0,0125;0,0251;0,0125;0,0251;0,0125;0,0376;0,0125;0,0376;0,0125;0,0376;0,0125;0,0125;0,0125;0,0251;0;0,0125;0,0125;0,0125;0;0,0125;0;0,0125;0;237,32;0,0627;0,3639;0,0753;2,4219;0,1004;2,2713;0,0878;0,3514;0,0376;0,138;0,0376;0,2133;0,0251;0,0753;0,0376;0,2259;0,0376;0,2008;0,0251;0,1506;0,0251;0,0878;0,0251;0,0502;0,0251;0,1004;0,0251;0,0502;0,0125;0,0376;0,0125;0,0251;0,0125;0,0502;0,0125;0,0125;0,0125;0,0251;0,0125;0,0251;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;237,46;0,0502;0,3514;0,0753;2,1961;0,0878;2,1584;0,0627;0,2259;0,0376;0,138;0,0376;0,2008;0,0251;0,1129;0,0251;0,3765;0,0251;0,2008;0,0251;0,2384;0,0376;0,1882;0,0125;0,1129;0,0125;0,0251;0,0125;0,0627;0,0125;0,0753;0,0125;0,0376;0,0125;0,0753;0,0125;0,0376;0,0125;0,0125;0,0125;0,0251;0,0125;0,0125;0,0125;0,0125;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;16:40:00.125;1,39;1,38;1,27;236,46;0,0251;0,4892;0,0376;2,2702;0,1003;2,2201;0,0251;0,2759;0,0376;0,1505;0,0251;0,2634;0,0251;0,138;0,0502;0,3888;0,0376;0,2007;0,0251;0,1003;0,0251;0,0753;0,0125;0,0502;0,0125;0,0251;0,0125;0,0251;0,0125;0,0376;0,0125;0,0376;0,0125;0,0251;0,0125;0,0376;0,0125;0,0125;0,0125;0,0251;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;237,22;0,0376;0,3387;0,0502;2,2702;0,0251;2,2451;0,0627;0,3261;0,0251;0,138;0,0376;0,2132;0,0251;0,1129;0,0376;0,2383;0,0376;0,2007;0,0251;0,1254;0,0251;0,1129;0,0251;0,0502;0,0251;0,1003;0,0251;0,0251;0,0125;0,0125;0,0125;0,0251;0,0125;0,0502;0,0125;0,0125;0,0125;0,0125;0,0125;0,0251;0;0,0125;0;0,0125;0;0,0125;0;0,0251;0;237,21;0,0251;0,2885;0,0627;1,9441;0,0251;2,1699;0,0502;0,2885;0,0376;0,138;0,0251;0,2132;0,0251;0,1129;0,0251;0,3763;0,0251;0,2132;0,0376;0,1756;0,0251;0,2258;0,0125;0,0878;0,0125;0,0251;0,0125;0,0502;0,0125;0,0753;0,0125;0,0125;0,0125;0,0753;0,0125;0,0502;0,0125;0,0125;0,0125;0,0376;0,0125;0,0251;0,0125;0,0125;0;0,0125;0;0,0125;0
